jax_backend=gpu

### k=12 src=9  ceiling 2.973e-03  ROM 1.962e-01  obj0 4.3163e-02 -> 9.1232e-03 (red 2.11e-01)  obj@ceil 1.0176e-04  iters 60 acc 38 reason 0  |z0-zceil| 0.314 |zfin-zceil| 3.552
   it   lam       ||r||       ||r_new||   acc  ||dz||    ||z||   cond(J)   ||g||
   -0.30:9.903e-02/7.28e+00  -0.15:7.709e-02/5.67e+00  +0.00:5.929e-02/4.36e+00  +0.15:4.489e-02/3.30e+00  +0.30:3.300e-02/2.43e+00  +0.45:2.299e-02/1.70e+00  +0.60:1.475e-02/1.09e+00  +0.75:8.113e-03/6.07e-01  +0.90:2.834e-03/2.15e-01  +1.05:1.237e-03/9.42e-02  +1.20:4.256e-03/3.26e-01  +1.35:6.427e-03/4.92e-01  +1.50:7.893e-03/5.99e-01

### k=12 src=0  ceiling 4.380e-03  ROM 4.647e-03  obj0 3.8925e-02 -> 1.8745e-04 (red 4.82e-03)  obj@ceil 2.0978e-04  iters 28 acc 24 reason 1  |z0-zceil| 0.359 |zfin-zceil| 0.098
   it   lam       ||r||       ||r_new||   acc  ||dz||    ||z||   cond(J)   ||g||
     0 1.00e-06 3.8925e-02 3.0000e+02 .  2.185e+01 0.209 7.061e+02 7.218e-03
     1 1.00e-05 3.8925e-02 2.6611e+02 .  1.874e+01 0.209 7.061e+02 7.218e-03
     2 1.00e-04 3.8925e-02 3.5318e+01 .  9.980e+00 0.209 7.061e+02 7.218e-03
     3 1.00e-03 3.8925e-02 9.4429e-02 .  2.474e+00 0.209 7.061e+02 7.218e-03
     4 1.00e-02 3.8925e-02 1.7322e-02 A  7.443e-01 0.209 7.061e+02 7.218e-03
     5 3.33e-03 1.7322e-02 4.3291e-03 A  4.788e-01 0.756 4.842e+02 2.726e-03
     6 1.11e-03 4.3291e-03 1.1764e-03 A  3.246e-01 0.572 7.012e+02 3.001e-04
     7 3.70e-04 1.1764e-03 3.5200e-04 A  1.130e-01 0.463 5.709e+02 1.814e-04
     8 1.23e-04 3.5200e-04 2.4604e-04 A  9.957e-02 0.390 6.411e+02 2.309e-05
     9 4.12e-05 2.4604e-04 2.0591e-04 A  7.880e-02 0.343 7.061e+02 1.789e-05
    10 1.37e-05 2.0591e-04 1.9326e-04 A  7.760e-02 0.337 7.491e+02 6.606e-06
    11 4.57e-06 1.9326e-04 1.8853e-04 A  5.202e-02 0.353 7.520e+02 4.023e-06
    12 1.52e-06 1.8853e-04 1.8746e-04 A  1.633e-02 0.365 7.098e+02 3.724e-06
    13 5.08e-07 1.8746e-04 1.8745e-04 A  2.522e-03 0.368 6.939e+02 4.436e-07
    14 1.69e-07 1.8745e-04 1.8745e-04 A  5.652e-04 0.368 6.919e+02 1.086e-08
